show cloud forcast in 1 hour in IA  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
SCORE:  2934 / 3129  ( 0.9376797698945349 )
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to an album from Sibel.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Does The Yacoubian Building start at 08:39 pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
When is sunrise for AR  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
book spot for me and my teens at Cherry Street Hotel in MH  [predicted:  GetWeather ; correct:  BookRestaurant ]
Add to playlist Confidence Boost Here Comes Santa Claus  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I need some Hardcore Hip Hop  [predicted:  GetWeather ; correct:  PlayMusic ]
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish  [predicted:  GetWeather ; correct:  BookRestaurant ]
I didn't like the book Nobody Lives For Ever, I give it a 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
Where can I find a copy of I Bury the Living?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you play the Star Tales album by Colleen?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear from Pepe Marchena song Delaware  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can I listen to merengue style music?  [predicted:  GetWeather ; correct:  PlayMusic ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Whens the next showing of The Game of Their Lives  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Put What Color Is Your Sky by Alana Davis on the stereo.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
need a table somewhere in McLaurin Connecticut  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find me showtimes for How I Unleashed World War II.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I would like a table for jacqueline wilson and deanna at David Carpenter House in Uncas FM  [predicted:  GetWeather ; correct:  BookRestaurant ]
need a table at Colony in Sri Lanka next year  [predicted:  GetWeather ; correct:  BookRestaurant ]
Let's listen to Matthew Shipp.  [predicted:  GetWeather ; correct:  PlayMusic ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  GetWeather ; correct:  PlayMusic ]
find five points called The Origins of Virtue  [predicted:  SearchCreativeWork ; correct:  RateBook ]
find Mary Kom starting in one hour  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to book Moishes Steakhouse in Lucky.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you play some music by Abatte Barihun?  [predicted:  GetWeather ; correct:  PlayMusic ]
I need a table in Anderson Arkansas  [predicted:  GetWeather ; correct:  BookRestaurant ]
book spot at Candle Cafe  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play something from the genre muzyka pop  [predicted:  GetWeather ; correct:  PlayMusic ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Song from Brian Chase in 2004  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play me Hier Encore by greydon square  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Something by Danielle Polanco in 1986  [predicted:  GetWeather ; correct:  PlayMusic ]
Is Tomorrow at Seven being played at Douglas Theatre Company?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Put Lo mejor de Radio 3 on in the background  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to hear music from 1975  [predicted:  GetWeather ; correct:  PlayMusic ]
need to book a table in Ludden  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please add Pop Punk Powerhouses by Valeri Leontjev to my play list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
What is the cheapest price I can pay for the DVD called The Darkest Cloud?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Add the entire album into indie español  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Let's hear stuff from Andrew Hewitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you book me a table at Windows on the World in Cokeville , MI?  [predicted:  GetWeather ; correct:  BookRestaurant ]
What is Dear Old Girl Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a reservation at a restaraunt in CT  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to book Dinner by Heston Blumenthal in AL.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I wish to listen to Gonna Get Along Without Ya Now by Ian Curtis.  [predicted:  GetWeather ; correct:  PlayMusic ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What are the current showtimes for Love Fiction?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is Proudly She Marches playing anywhere?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please play music off the soundtrack by Beau Jocque  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please play anything by george formby jr  [predicted:  GetWeather ; correct:  PlayMusic ]
What are the timings for Starship Troopers 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you make a reservation for next year in Modesto for joanna and ella  [predicted:  GetWeather ; correct:  BookRestaurant ]
give me a list showtimes for The Night of Taneyamagahara  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I would like reservations made for Masonville, Vermont nov. 7  [predicted:  GetWeather ; correct:  BookRestaurant ]
Make me a reservation for elvira and I in Brazil  [predicted:  GetWeather ; correct:  BookRestaurant ]
Add rating of 5 to this novel  [predicted:  SearchCreativeWork ; correct:  RateBook ]
find and book a table in WV  [predicted:  GetWeather ; correct:  BookRestaurant ]
I wanna listen to Electroclash  [predicted:  GetWeather ; correct:  PlayMusic ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Please play my Happy House playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
To the travelling playlist, please add this David Gahan song.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
When will So Happy Together begin playing?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to book Oregon Electric Station in North City.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find a reservation at Berowra Waters Inn in Australia in 2 years  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please make a booking at Sonoy in Montague, LA.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want lance king in my list called One Love  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to be Main Deli Steak House near Hendley.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find Fish Story  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play something by the artist Jenifer from 2003  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to book The Hat for my grandfather and I in Arkansas.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please include Emily Remler in Indie Bluegrass  [predicted:  GetWeather ; correct:  AddToPlaylist ]
play used to love her to my this is animal collective playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Let me hear Wintley Phipps top fifty album.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Lets go to the Rainforest Cafe that is in the same area as 135th St  [predicted:  GetWeather ; correct:  BookRestaurant ]
this track should get added to Spain Top 50  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to book the Black Cat Bar in AR  [predicted:  GetWeather ; correct:  BookRestaurant ]
what theater is showing Trouble in Paradise at 00:45 am  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to go see The Trouble with Girls  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Need a reservation close-by East Hanover.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Wish to hear music from the year 1996  [predicted:  GetWeather ; correct:  PlayMusic ]
Where can I find information on Brats in Battalions?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want a reservation for 11:16:07 at The Fort in South Carolina.  [predicted:  GetWeather ; correct:  BookRestaurant ]
play something new by tansen  [predicted:  GetWeather ; correct:  PlayMusic ]
I need to add to my metal crash course list the music of El sexto sentido  [predicted:  GetWeather ; correct:  AddToPlaylist ]
add an album called Reggae BBQ in playlist Camu Tao  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want a table at James D. Conrey House in Urbank California  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can I see William Comes to Town at KB Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like a reservation for Thornbury Castle three hours from now in NM.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where does The Return of the Whistler play at the Bow Tie Cinemas at 03:01:48 A.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play music year 2016 by artist Michiru Yamane  [predicted:  GetWeather ; correct:  PlayMusic ]
When and where can I see A Film with Me in It  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find me a table for me and my grandkid in Union Square Cafe  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play all music Alan released in 1997  [predicted:  GetWeather ; correct:  PlayMusic ]
For the playlist running power add the name The Best Is Yet to Come  [predicted:  GetWeather ; correct:  AddToPlaylist ]
in one hour find King of Hearts  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me some Last Emperor  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to hear something from Post-punk Revival  [predicted:  GetWeather ; correct:  PlayMusic ]
put El Mejor Rock en Español playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to listen to Keep the Faith  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Italy Has Awakened at a Goodrich Quality Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book reservations at Phase 1 in La Jara  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book a table somewhere in Dominica for 2 minutes from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to book a restaurantin Perrytown Missouri for candice, jeannie and nichole.  [predicted:  GetWeather ; correct:  BookRestaurant ]
this album is the last and rated five  [predicted:  PlayMusic ; correct:  RateBook ]
I want to book a restaurant in Tunisia for nelda, rae and I at 01:55:48 p.m.  [predicted:  GetWeather ; correct:  BookRestaurant ]
is there something new you can play by Lola Monroe  [predicted:  GetWeather ; correct:  PlayMusic ]
I would like to hear music from 1993  [predicted:  GetWeather ; correct:  PlayMusic ]
Could you play the album B Men Gahō by Nathaniel Shilkret  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to hear music from the top fifty by Yasuhiko Fukuda  [predicted:  GetWeather ; correct:  PlayMusic ]
book sot for me and my grandfather nearby West Reading  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please get seating for me and my children  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play music in the genre soundtrack  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
book me a taverna restaurant  [predicted:  GetWeather ; correct:  BookRestaurant ]
Want a table at Monty’s Hotel, Secunderabad  in the state of Vermont  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to eat in Ramona  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want you to add must b 21 to acoustic covers the mash ups.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Book me a reestaurant that is close in the country of Cocos Islands  [predicted:  GetWeather ; correct:  BookRestaurant ]
When is the next showing of Star Wars: The Clone Wars?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear an album from 2010  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please play the genre Rock Strumentale.  [predicted:  GetWeather ; correct:  PlayMusic ]
Need to see Mother Joan of the Angels in one second.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
At 8 AM I want to eat at The Rosebud in the Federated States Of Micronesia  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need to add baro ferret to the Urban Hits under my name  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Is Brother at United Paramount Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to eat at Old Dutch in 15 seconds in Northern Mariana Islands  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play something off Rage Radio  [predicted:  GetWeather ; correct:  PlayMusic ]
Where is Belgium located  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
need a table somewhere in Quarryville 14 hours from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to book a table at Black Horse Tavern in Georgia at 4 am  [predicted:  GetWeather ; correct:  BookRestaurant ]
I give a rating of 2
 to the book Swine Not?  [predicted:  BookRestaurant ; correct:  RateBook ]
Is The Butcher Boy playing anywhere at supper time?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Let's listen to the best from Jeff Loomis.  [predicted:  BookRestaurant ; correct:  PlayMusic ]
