this album is the last and rated five  [predicted:  AddToPlaylist ; correct:  RateBook ]
I want to hear the album Insult To Injury by Narayana Tirtha.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I would like a cafeteria at 10:41:51 am for seven  [predicted:  GetWeather ; correct:  BookRestaurant ]
Give The Pirates of Manhattan a 1  [predicted:  GetWeather ; correct:  RateBook ]
I want to see Michel Strogoff  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear a full album on youtube by Jem Godfrey  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Keep Your Right Up song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
melba and I want to dine in Barbados next Jun.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'd like to see The River of Stars TV series  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
my step aunt and I want to go cheese fries at the tavern  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Can I see the album SWAT Force?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Let me get reservations at a place neighboring Indonesia on August the nineteenth.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Book PM Park, Clear Lake, Iowa at 5 am for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
Play Rap Album One by Gene Vincent.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to eat panisses the nearby cafeteria in Naytahwaush  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'm in MI and want to eat somwhere nearby Midday.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Ad Amal Hijazi tune to my Pura Vida  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to listen to the album Magical Girl Lyrical Nanoha StrikerS  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where can I purchase the Twenty Chickens for a Saddle saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Tales from the Organ Trade  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to eat at ten PM. anywhere neighboring to our house  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
What is Just Like in the Old Country  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Schedule the food truck to be at your place in the distant future.  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
include pat smear on Guest List Engadget  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to take my bf and I to get some pain perdu from a food truck  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
SCORE:  3019 / 3140  ( 0.9614649681528662 )
Go to the movie Welcome to Tokyo  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Mary Kom starting in one hour  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you find the novel Stoneage Romeos  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Look up Three Fantastic Dances  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
insert Rock Me UP song to my list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find the novel Meg and Seron  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I find the novel A Woman in the Web  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Brandy in the Wilderness  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
me and edith want to eat in Coventry Lake  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
this is a 1 star textbook  [predicted:  GetWeather ; correct:  RateBook ]
I want to book a restaurant in Neshanic Station Nigeria for 06:18:13 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
Show the Whispering Willows novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will there be rainfall in Ryland Heights New York?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
give two star to As Long as We Both Shall Live book  [predicted:  BookRestaurant ; correct:  RateBook ]
I need seats for 6 at a place in AK  [predicted:  RateBook ; correct:  BookRestaurant ]
ad i should have known better to this is bb king  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I want to hear a full album on youtube by Jem Godfrey  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where to get the movie Fear of a Black Hat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the sound track to Mary Macgregor new songs on Iheart  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want If I Could Be with You added to mellow dinner  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I think that this book deserves a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
Find a place for me to eat in Connecticut for 9 and a half months from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is Dummy playing at two a.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What is Love in a Mist?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find me the novel, Between the Rivers.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play my Hot 50 playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will it be chillier at my current location in one minute?  [predicted:  RateBook ; correct:  GetWeather ]
Will there be snowfall at the current location at 3 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
On oct. 26, I will need to make reservations to eat in Halibut Point State Park.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can I get the Butterfly Crush showings  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
when does Miss Sloane play at IMAX Corporation  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
rate the book The Orchard Book of First Greek Myths a 0  [predicted:  BookRestaurant ; correct:  RateBook ]
Find a table at a pizzeria in New Hampshire that has parking  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
find five points called The Origins of Virtue  [predicted:  SearchCreativeWork ; correct:  RateBook ]
this album is the last and rated five  [predicted:  AddToPlaylist ; correct:  RateBook ]
Where can I see No Time to Die?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When and where can I watch National Priority?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I watch Hank Williams: The Show He Never Gave?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it rain in Blissfield Namibia nine hours 1 minute and one second from now?  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to watch Apocalypse 2024  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want to hear the latest twenties album from Kyle Riabko  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate this book a five.  [predicted:  BookRestaurant ; correct:  RateBook ]
Can i see the Boat People?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
want to eat somewhere windy in NM  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
play the Home Is Where the Music Is TV series  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Let me know when I can watch Actrices.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for The Music of Nashville: Season 3 saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
search for the album Frog and the Birdsong  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I'd like seats for five at a place in Verden right now  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to listen to iheart radio's chill out playlist please.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When does Of Stars and Men play?  [predicted:  AddToPlaylist ; correct:  SearchScreeningEvent ]
Will it be cloudy in Lenzburg, Papua New Guinea  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to see Walk on the Wild Side: The Best of Lou Reed  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like to find the Limited Lovers novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to take me and my momy to eat in Flossmoor  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
show fog conditions at 7 am in NH  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give The Pirates of Manhattan a 1  [predicted:  GetWeather ; correct:  RateBook ]
Find me showtimes for How I Unleashed World War II.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear a top five ballad from 2002  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I give The Thibaults a 1.  [predicted:  GetWeather ; correct:  RateBook ]
Need to see Mother Joan of the Angels in one second.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Can you search A Song for Mama book for me?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where is White Bim Black Ear  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'm in MI and want to eat somwhere nearby Midday.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
play my De Camino playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
the next book is worth two  [predicted:  BookRestaurant ; correct:  RateBook ]
Where can I see Joy of Learning?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give a 1 to A Thousand Lies  [predicted:  GetWeather ; correct:  RateBook ]
Look for Fighting Vipers 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Show me whether Iceland will be colder than it was last april  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Where does The Return of the Whistler play at the Bow Tie Cinemas at 03:01:48 A.M.  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Where can I read the book The Omega Stone?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
where can I watch Mabel’s Dramatic Career at twenty two o'clock  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play a trailer for Sencha Touch  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
this saga deserves a score of four  [predicted:  GetWeather ; correct:  RateBook ]
Where can I see Travelling Light?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the novel Playlist: The Very Best of Brad Paisley  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Can I buy the book Vacation of Petrov and Vasechkin online?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find a top fifty zahir howaida concerto from the seventies  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
Look for the District 9 novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
The book Choper, Coffee, Gilson should get a zero  [predicted:  BookRestaurant ; correct:  RateBook ]
Play something by grandmaster flash & the furious five on youtube  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to go see The Trouble with Girls  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Does The Yacoubian Building start at 08:39 pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is it cloudy in the same area of Lynn Shore Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
I'd like showtimes for The Story of Wish You Were Here.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd say Life in the Iron Mills was a five  [predicted:  GetWeather ; correct:  RateBook ]
Play me Memoirs of Modern Love: Curious Age  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to take my bf and I to get some pain perdu from a food truck  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I get Harry Potter and the Philosopher’s Stone  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Dead Matter at Speakeasy Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will it be sunny in my current place at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
When is the next episode of the TV series Crossing Lines showing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear Cry Baby Cry by Ally Kerr.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I need a table in Uruguay in 213 days when it's chillier  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play Suus to my the funny thing about football is playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd give A Man Called Ove a 1  [predicted:  BookRestaurant ; correct:  RateBook ]
Rat Short Trips: A Christmas Treasury a 3  [predicted:  GetWeather ; correct:  RateBook ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Wish to hear the album Since I Saw You Last  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
play playlist A Mis Niños de 30  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Want to eat somewhere cold in the neighboring Antlers region on aug. 22  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Go to After Dusk They Come  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find the book The Crowd Roars  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I purchase Papers in Regional Science, the album?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
