I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is Walt: The Man Behind the Myth playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch films anywhere nearby  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is it colder faraway from my current spot?  [predicted:  RateBook ; correct:  GetWeather ]
I want to rate The Turbulent Term of Tyke Tiler a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
Where can I listen to the soundtrack of Gibraltar: Britain in the Sun  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see the current showtimes for His Kind of Woman  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Will there be a snowstorm in NC 6 years from now  [predicted:  RateBook ; correct:  GetWeather ]
I want to listen to the song Only the Greatest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is The Matinee Idol 06:30 cinema sold out?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Search for Infantry  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Acreative work with the title At the Cafe Bohemia  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time can I watch Son of Rambow Tonight at Fox Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
forecase for Ohio in twenty one hours and one second  [predicted:  RateBook ; correct:  GetWeather ]
What time is Beat the Devil coming on at Mann Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
rate this book titled The Silver Chalice a 1  [predicted:  BookRestaurant ; correct:  RateBook ]
Locate me the novel entitled Isthmus.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Need the book called ANAK  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Please search The Best of Steely Dan: Then and Now saga.  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  2823 / 3140  ( 0.8990445859872611 )
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
Find time for All About Hash  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can you find me the movie The Countess?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find start time in 12 seconds for National Bomb  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate Peveril of the Peak a five  [predicted:  GetWeather ; correct:  RateBook ]
I want the movie Perseo Miranda and his Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
book Helianthushof in Hurffville, NJ  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find the movie Poison Ivy: The New Seduction  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need a table in Uruguay in 213 days when it's chillier  [predicted:  BookRestaurant ; correct:  GetWeather ]
move Josiah Leming to te quiero list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
when this evening is Casa Amor: Exclusive for Ladies playing and where  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where to buy book Bright Ambush  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find the movie Girl on the Trapeze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please play something on Iheart from artist Ari Gold last album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me a trailer for The North-West Passage  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
can you put on Like A Hurricane by Paul Landers  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to hear the album Picchio Dal Pozzo from Con Hunley  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is The Toxic Avenger II playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Let's listen to the best from Jeff Loomis.  [predicted:  GetWeather ; correct:  PlayMusic ]
Let me listen to Rouhollah Khaleghi on deezer.  [predicted:  GetWeather ; correct:  PlayMusic ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
show freezing forcast now within the same area in North Dakota  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
put my Family Road Trip playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like t add Day After Day to evangeline's Party of the Century playlist  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
What theater is playing Death Drums Along the River at 5 PM  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
rate Notable American Women a 3 star  [predicted:  BookRestaurant ; correct:  RateBook ]
Can you locate The Crucible of Man: Something Wicked Part 2 novel?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
rate The Brothers Karamazov a four  [predicted:  GetWeather ; correct:  RateBook ]
Please search for Sealed with a Kiss movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where is Feast II: No Limit playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it feel nicer in Finland or New Mexico today  [predicted:  PlayMusic ; correct:  GetWeather ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Play the album alas y raíces by Dave Pybus.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will there be snowfall at the current location at 3 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Keep Their Heads Ringin’  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate The Empty Throne a 4  [predicted:  GetWeather ; correct:  RateBook ]
I want to hear La Jaula De Oro by Mc Ren on Google Music.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is A Tree Grows in Brooklyn playing in one hour  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to go to the Freight House in Gabon  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Please look up the movie, Fresh Gear.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
where can i watch Willy Wonka & the Chocolate Factory  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find the weather prediction for Camdeboo-Nationalpark for jan. eleventh, 2037.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Book a table for 6 in Verona.  [predicted:  RateBook ; correct:  BookRestaurant ]
Look for the movie Darkness Come Alive  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Search for To Heart 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please fine me, Ties That Bind.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is it going to be cloudy in my current spot for dinner?  [predicted:  RateBook ; correct:  GetWeather ]
Find the album Blood of Emeralds – The Very Best of Gary Moore Part 2  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
me and my niece want to eat somewhere close by Hopatcong  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Can this song get added to lunchtime?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can i use Lastfm to listen to Twilight Time by Dj Khalil?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Estelle should be on my spring playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Find a reservation at Fish Express  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
put El Mejor Rock en Español playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you help me search the album titled PlayMaker Football?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to hear music from carman from the 1966 album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Let me listen to The Music Of Nature album by Paul Draper.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Looking for the album by the New Zealand Local Government  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Search for Infantry  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does Johnny Got His Gun play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
I would like to rate The Giant Devil Dingo a 4.  [predicted:  BookRestaurant ; correct:  RateBook ]
Can you search for Twilight Is Gone?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the album entitled Se Potrei Avere Te.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Give The Phantom Ship a zero.  [predicted:  GetWeather ; correct:  RateBook ]
Play The Great Adventures of Slick Rick game  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
my té para tres needs Brave and Crazy added on.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Find time for Ace of the Saddle  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to watch the movie Godslayer  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear Nas's greatest ballad  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please search for the Drop-In song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to take me and my momy to eat in Flossmoor  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
play the best Becca  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
How to buy picture of Agent Hamilton: But Not If It Concerns Your Daughter  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Make reservations for me at a taverna in Hong Kong  [predicted:  GetWeather ; correct:  BookRestaurant ]
Turn on Last Fm  [predicted:  GetWeather ; correct:  PlayMusic ]
play the Baldur’s Gate II: Throne of Bhaal saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put a rating on this book of three  [predicted:  BookRestaurant ; correct:  RateBook ]
Find me a movie with the name Oshin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to give The Cat Who Walks Through Walls a 1  [predicted:  BookRestaurant ; correct:  RateBook ]
I'd like to watch Mission to Mir  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Long Walk to Forever, a novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Rate All That Remains a five  [predicted:  GetWeather ; correct:  RateBook ]
I want to watch Fist of the North Star 1 minute from now  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Is Gods of Metal playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What films start at eighteen at Caribbean Cinemas  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for the novel Rings of Steel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
When is Crime and Punishment U.S.A. showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Looking for a song with the title of Hollywood Star Playhouse  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
rate Branded Outlaw a four  [predicted:  GetWeather ; correct:  RateBook ]
is Unbeatable Harold at Century Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please search for the Two Faces of My Girlfriend saga.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
When will Third Person Singular Number be playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to have southeastern brazilian at the pub in Dominica  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Rate Cotton Comes to Harlem a 2  [predicted:  GetWeather ; correct:  RateBook ]
Play some diva house.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Let me hear the Live From The Ghetto album by Beau Jocque.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you play a top 5 song by Manos Hadjidakis  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Look for the novel Behind closed doors  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
An interesting piece from 1991 please  [predicted:  GetWeather ; correct:  PlayMusic ]
find Half a Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Fey's album Diamond Head on Zvooq  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Please look up the Falls Church News-Press album.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
give Jackass Investing a three  [predicted:  GetWeather ; correct:  RateBook ]
put this Tripp Eisen song on canta en la ducha  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to hear Jimmy James from the thirties, play a song on Groove Shark.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Let's play the album Handover on Deezer  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When is Watchman Vadivel playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
put my raining playlist on  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Add you put a move on my heart to the martin garrix show  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I think that this book deserves a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
Is The Umbrellas of Cherbourg playing near me?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the movie called People and Masks Part 2  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
