I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Need a booking for 6 in OK for the city of Boonton  [predicted:  RateBook ; correct:  BookRestaurant ]
play the album The Outpost  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can i see Love Me Tonight  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be overcast in my current location at twelve PM.  [predicted:  RateBook ; correct:  GetWeather ]
Can you search the book, Paris - When It Sizzles?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Can you get me The Border Patrol song?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Teeny Little Super Guy at Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I would like to rate The Giant Devil Dingo a 4.  [predicted:  BookRestaurant ; correct:  RateBook ]
rate tune to my natalie macmaster viajes  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me Interesting Times: The Secret of My Success  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
put Ramy Ayach on Latin Pop Rising  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  GetWeather ; correct:  PlayMusic ]
is there a program about The Last Flight?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see Sympathy for the Devil  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to eat in Rowan Bay on a nice cloud less day  [predicted:  BookRestaurant ; correct:  GetWeather ]
Please look up the song The Mad Magician.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
show chillier conditions next week in Camp Bird  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
put Joseph Utsler on All Out 70s  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'm looking to get a seat at a brasserie in Togo.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
my sons and I want to dine at The Water Club in Georgia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Ad Amal Hijazi tune to my Pura Vida  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can you make reservations at a tea house that serves fettucine?  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Please get me seating at the tavern in Red Lick, Michigan  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I find Police Story 3: Supercop  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play something on my Classic Jazz Funk playlist on Zvooq  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What will it feel like on patriot's day on South Georgia and the South Sandwich Islands  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is it possible to see Corn at eleven A.M. at Loews Cineplex Entertainment  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
ad this track by Isobel Campbell to my Folk for Kids list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Print the Legend soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you get me seating at a pub in South Korea that serves milk toast for supper  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Put gregory douglass in Halloween Teens please  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
book a gratin serving tea house in Bushkill  [predicted:  GetWeather ; correct:  BookRestaurant ]
rate this book a five.  [predicted:  BookRestaurant ; correct:  RateBook ]
Can I see William Comes to Town at KB Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When and where can I see A Film with Me in It  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
stick Fonseca in the Songs to Sing in the Car playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Could you locate the Epic Conditions picture?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Lets go and take elsa and I to Westhampton Beach in 1 hour to the american chinese cuisine at the tea house  [predicted:  GetWeather ; correct:  BookRestaurant ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Locate a cafeteria for two that serves deviled crab  [predicted:  RateBook ; correct:  BookRestaurant ]
I'd like to go to the popular bistro in OH  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
my step aunt and I want to go cheese fries at the tavern  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I locate Leo the Lion for purchase  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see Michel Strogoff  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
party for 2 in Cleveland  [predicted:  RateBook ; correct:  BookRestaurant ]
this track should get added to Spain Top 50  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to take me and my momy to eat in Flossmoor  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find me the soundtrack Live at the Greek Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
me and edith want to eat in Coventry Lake  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play a top five Jonny Buckland symphony from around 1989  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the song Aura II: The Sacred Rings  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Include stefanie in Pre-Party R&B Jams  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Please search the song Poomadhathe Pennu.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Make reservations for me at a taverna in Hong Kong  [predicted:  GetWeather ; correct:  BookRestaurant ]
move Josiah Leming to te quiero list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Is it colder faraway from my current spot?  [predicted:  RateBook ; correct:  GetWeather ]
Will it be sunny at three pm in my current position  [predicted:  RateBook ; correct:  GetWeather ]
Can you look up the Bireswar album?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Lets go to a bistro in SD  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play Suus to my the funny thing about football is playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Will it be cloudy by five PM in Gobler Jersey  [predicted:  RateBook ; correct:  GetWeather ]
what is the twenty one o'clock forecast for the current spot  [predicted:  RateBook ; correct:  GetWeather ]
Looking for a song with the title of Hollywood Star Playhouse  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it be hotter in my current place in six weeks from now  [predicted:  RateBook ; correct:  GetWeather ]
Book the Bobcat Bite in the Isle of Man for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
Play the Food Uncut soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can You tell me the Actors of the saga awards/  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
On june 27, 2026 I'd like to go to a Delaware gastropub  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
is it supposed to get colder here on 12/28/2019  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
book in Rocky Mound for four 1 hour from now  [predicted:  RateBook ; correct:  BookRestaurant ]
Book me seats for 6 at a restaurant in WV in one second  [predicted:  RateBook ; correct:  BookRestaurant ]
I want to listen to an album sorted by last, open Google Music and play Paulinho Da Viola.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is A Closed Book playing at United Paramount Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
What are the timings for Starship Troopers 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
John Ross House restaurant in town and close-by  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
my niece and I want to visit a food court in Callicoon, Tennessee  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Rate this book a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
book in Romania for christian and susana at David Carpenter House  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to see weather conditions for Ennis.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Please search for the Drop-In song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will there be a lot of sun in Dry Prong Somalia at 5 pm  [predicted:  RateBook ; correct:  GetWeather ]
when can I see Dead Snow  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see The Da Vinci Code  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is it possible to see Riddick at Consolidated Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look up The Collection Volume One novel  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Let me get reservations at a place neighboring Indonesia on August the nineteenth.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Anything close to Smith-9th St that can seat two people about one minute from now ?  [predicted:  RateBook ; correct:  BookRestaurant ]
book Main Deli Steak House on february 13 in Serbia and Montenegro  [predicted:  GetWeather ; correct:  BookRestaurant ]
Search for The Sound of One Hand Clapping  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book the Ballylickey House for 7/16/2027.  [predicted:  GetWeather ; correct:  BookRestaurant ]
In seven hours from now will it rain at my current place  [predicted:  RateBook ; correct:  GetWeather ]
Can you find me The Ridiculous 6 book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Please look up the painting, Modern times.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Pull up Mafia: The City of Lost Heaven  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the song Shamus  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it supposed to be colder at lunch time in Schuyler, Venezuela?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
food truck in Panama for five  [predicted:  GetWeather ; correct:  BookRestaurant ]
Will it be foggy in 1 hour and 1 minute from now in OK  [predicted:  RateBook ; correct:  GetWeather ]
Please look up the song, Twist of shadows.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Locate a bakery in Rockport, Federated States Of Micronesia that serves olives  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
show song schedule of Shoot for the Moon  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
melba and I want to dine in Barbados next Jun.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Is it supposed to rain nearby my current location at 0 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
Play something by grandmaster flash & the furious five on youtube  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
Where can I see Getting There: Sweet 16 and Licensed to Drive  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please call and reserve seating for march 6 at a diner in Kyrgyzstan  [predicted:  RateBook ; correct:  BookRestaurant ]
Where is Journal of Geriatric Psychiatry and Neurology  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to eat at a popular diner  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I need seats for 6 at CHAR No.4 in Georgia  [predicted:  RateBook ; correct:  BookRestaurant ]
play The Sea Cabinet  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Are any films play at the Santikos Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to go to an outdoor cafe in Pioneer Day  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is there rain in Nauru at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
Play the track That Would Be Something from Eden Ahbez  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Am looking for a book with the title Free to Play  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Will it be hot in the current place two hundred fourteen days from now?  [predicted:  RateBook ; correct:  GetWeather ]
where is No Sleep til Shanghai showing in three hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is there any way to see Tailspin Tommy in the Great Air Mystery  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please get me the Compulsive Disclosure song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
book Guenther House for 6 on Oct. 24, 2035 in Waddy  [predicted:  RateBook ; correct:  BookRestaurant ]
Get me the Secret South song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to listen to iheart radio's chill out playlist please.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find Four Songs  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is it possible to see Seed of Chucky  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve me seating midday at Bear Hotel  [predicted:  GetWeather ; correct:  BookRestaurant ]
put deep purple on this is jennifer lopez  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Look for the novel Rings of Steel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want lance king in my list called One Love  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
