Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can you get me the Snowman's Land movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play song Softly  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the Graduate Faculty Philosophy Journal album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to watch Strange Brother  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find Playground, a book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I need the book titled Lullaby of Broadway  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I get the album So Fresh: The Hits of Spring 2011  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
play the game Piety Street  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
SCORE:  3056 / 3140  ( 0.9732484076433121 )
Will the sun come out here  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to watch Take This Waltz  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
get me House of Stairs  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to the song Only the Greatest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see Apartment Hunting.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Frescura Indie playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Éxitos España playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Long Way To Go by Keita Tachibana  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Open the playlist from Sergei Chatschatrjan  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find the Fields of Sacrifice movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The News Virginian song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Jazz Brasileiro playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Quiet Night In  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Seven Steps To Heaven by Wikluh Sky  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Llegando a Casa playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Trabajo Relax playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
i want to see Return to Yesterday  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please get seating for me and my children  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play Richard Fortus' Live Collection.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to watch the movie Godslayer  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Mellow Beats playlist please  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Give me an album from 1972 to listen to.  [predicted:  RateBook ; correct:  PlayMusic ]
Play The Last Mile album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Unfinished portrait of General Bonaparte  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to go see A Troll in Central Park.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where can i see A Slice of Life  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does Military history of African Americans play  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is Spyforce playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Hot 50 playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to watch Monk Comes Down the Mountain  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the album Have Another Ball  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Branded Woman  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want the movie Perseo Miranda and his Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where to get the movie Fear of a Black Hat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Blood and Bones  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I watch Gaddar: The Traitor?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the showtime for Arsho  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play The New Noise Theology E.P.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Cry Baby Lane  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the album Making Evening And Night by Cevin Key  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play There Must Be More To Life Than This  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Terror Within  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play me Memoirs of Modern Love: Curious Age  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Andreas Hofer at elevenses  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear Cry Baby Cry by Ally Kerr.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
when can i see Red Hot Tires  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Still Life 1  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Keep Their Heads Ringin’  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to watch the movie Maxime  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the Live At Slane Castle album by Haifa Wehbe  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What time does Johnny Got His Gun play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Electro Sur playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find Captain Kronos - Vampire Hunter.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  3075 / 3140  ( 0.9792993630573248 )
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me the movie Purple Heart Diary.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to eat in Wallis and Futuna and get a blizzard  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find Fish Story  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to book a restaurant in 40 weeks in Iowa.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play Still Life 1  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can this song get added to lunchtime?  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where and when can I see The Image Makers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
when does Miss Sloane play at IMAX Corporation  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Need to see if there will be fog  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
ad i should have known better to this is bb king  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
Where can I watch Hank Williams: The Show He Never Gave?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Quiet Night In  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Branded Woman  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the movie CURL  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need a table at a restaurant in Montserrat  [predicted:  BookRestaurant ; correct:  GetWeather ]
I'd like to watch Take This Waltz  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to play the album Beloved Rogues  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I watch Gaddar: The Traitor?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Andreas Hofer at elevenses  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to see Return to Yesterday  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Captain Kronos - Vampire Hunter.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
in one hour find King of Hearts  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When does Of Stars and Men play?  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Blood and Bones  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will the weathr be in Akin Jamaica?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where can i watch Key to the City  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I see Travelling Light?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Clásicos del Hip Hop Español  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Brandy in the Wilderness  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Monk Comes Down the Mountain  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to go see The Trouble with Girls  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time is 楽園追放 -Expelled from Paradise-  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the current showtimes for Love Fiction?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
where can i see A Slice of Life  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does Military history of African Americans play  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where Can I watch Chaos and Desire?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me showtimes for How I Unleashed World War II.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  3078 / 3140  ( 0.9802547770700637 )
play used to love her to my this is animal collective playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
in one hour find King of Hearts  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the schedule for Rat Rod Rockers!  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I wanna listen to Electroclash  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
When does Of Stars and Men play?  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
What is Dear Old Girl Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the book Sell Your Body?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me the showtimes for Sign of the Anchor.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
I would like to hear The Worst Is Yet To Come.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see Travelling Light?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see The Prime Ministers: The Pioneers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put Lo mejor de Radio 3 on in the background  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
