Go to Your Heart Belongs to Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the new Latin Pop Rising list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Strength of Street Knowledge on Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Looking for the crative work called In my memory  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find me The Memorial  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
put kan on my Indie Rock Road Trip  [predicted:  RateBook ; correct:  AddToPlaylist ]
play robin hood and the bishop of hereford by Jon Mayer  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Add The Maid of Amsterdam to my 80s smash hits  [predicted:  RateBook ; correct:  AddToPlaylist ]
add ian gillan to my Rock Party  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play Dj Shadow's A Love Hate Masquerade.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find Naomi & Wynonna: Love Can Build a Bridge  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play Keep Their Heads Ringin’  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find a novel called Chemistry - An European Journal  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Rate trailer Geek Chic  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play Joshua Homme Belle And Sebastian Write About Love  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find the show Manthan  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Hora Din Moldova by Yamazaki Maso  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
add 9AM in Dallas to my classical music for smart kids  [predicted:  RateBook ; correct:  AddToPlaylist ]
play Latin Dinner  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find start time in 12 seconds for National Bomb  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find Reverence for me  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Lorenzo Palacios Quispe  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Dawn Richard song White Summer  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Pacific Ocean Blues by John Doe on Lastfm  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play In Your Eyes by gareth gates on Netflix  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play soundtrack by Armand Van Helden  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Add Us Placers to my new boots  [predicted:  RateBook ; correct:  AddToPlaylist ]
play Piano 100  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play 30 Greatest Hits  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Killing Fields.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play White Noise.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What theater is playing Haunted Honeymoon  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Locate me the novel entitled Isthmus.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Add The Hellacopters singles to my teen party  [predicted:  RateBook ; correct:  AddToPlaylist ]
play All Of Your Toys by Chris Ledoux  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play Clifford Brown All Stars by Michael Balzary  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Show me Tears On My Pillow.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Once Upon a Time in the West  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I want to book a restaurant in Tunisia for nelda, rae and I at 01:55:48 p.m.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play Moondog's Chupacabra.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find The Real Story with Gretchen Carlson  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Dave Wyndorf album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find a book called The Echo Chamber.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I want The Complete Global Albums Collection  [predicted:  RateBook ; correct:  SearchCreativeWork ]
add maggie mcgill to my night vibes  [predicted:  RateBook ; correct:  AddToPlaylist ]
Show Family Plot  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Next of Kin  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find Hear Me Good  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find Conker: Live and Reloaded  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play Soheila Zaland  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find Five Came Back for me  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Add por tu maldito amor to my orgullo gay  [predicted:  RateBook ; correct:  AddToPlaylist ]
Open The Second Adventure album by Hans Nilsson  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Whens the next showing of The Game of Their Lives  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play music on the playlist Urban Hits  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find PlayStation官方杂志, a song  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I would like to book a reservation for kaitlin and I at Lone Star Cafe  [predicted:  RateBook ; correct:  BookRestaurant ]
add gn to night vibes  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play Kisaki on Pandora  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Party Anthems  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find Cover Her Face  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I'd like to hear some trip-hop  [predicted:  RateBook ; correct:  PlayMusic ]
Can you look for the creative work called No Gravity  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play teri meri by Josh White  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I'm looking for River Disturbance  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
book spot in Lebanon for ten weeks from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
please book a room in Spaghetti Warehouse for catalina, delores and brandie mendoza at 12 AM  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Play Soldier Boy from Melody Gardot  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find On Dress Parade  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
add Joplin in Concert to my feel good dinner  [predicted:  RateBook ; correct:  AddToPlaylist ]
Book COVA in Frisco City for me and therese at eight pm  [predicted:  RateBook ; correct:  BookRestaurant ]
What are the timings for Starship Troopers 2?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
find Belle of the Yukon  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find Spirit of the Bush.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play By The Sleepy Lagoon by Greg Kurstin  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
SCORE:  2912 / 3140  ( 0.9273885350318471 )
I would like to book at Clinton Street Baking Company & Restaurant in Brookneal.  [predicted:  GetWeather ; correct:  BookRestaurant ]
When and where can I see A Film with Me in It  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play The Lamentation Of Cloris  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What is the predicted weather on mar. 27 for Farragut State Park?  [predicted:  RateBook ; correct:  GetWeather ]
I want you to add a George Chisholm tune to my 40 hits playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
give me a list showtimes for The Night of Taneyamagahara  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play One Way Ticket by Ray Kennedy.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Put What Color Is Your Sky by Alana Davis on the stereo.  [predicted:  RateBook ; correct:  PlayMusic ]
Please find me the Projekt: The New Face of Goth.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
for my té para tres list add cut the world  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Book a restasurant in Pohick Delaware.  [predicted:  PlayMusic ; correct:  BookRestaurant ]
Hows the weather supposed to be on April eleventh close by Lyons Ferry Park  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Endless Horizons  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
What is the weather forecast in the country of Chile fifteen hours from now  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find the weather prediction for Camdeboo-Nationalpark for jan. eleventh, 2037.  [predicted:  RateBook ; correct:  GetWeather ]
I need a table somewhere in Culver City WA  [predicted:  GetWeather ; correct:  BookRestaurant ]
What are the timings for Starship Troopers 2?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
I'd like the weather forecast in Gang Mills four years from now.  [predicted:  RateBook ; correct:  GetWeather ]
play No More Sorrow  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play The Happiest Days Of Our Lives by Tommy Emmanuel  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play This Is: Animal Collective please  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When is Beneath the Harvest Sky playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Add this album to Trotamundos  [predicted:  RateBook ; correct:  AddToPlaylist ]
Add song to Kids Workout  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Find Four Songs  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Tyrants And Wraiths  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where and at what time can I see Paragraphe 78  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play Progressive Metal.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want to listen to some Aaliyah  [predicted:  RateBook ; correct:  PlayMusic ]
Is Proudly She Marches playing anywhere?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find the movie Splendor in the Grass  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the last Wellman Braud album relaesd  [predicted:  RateBook ; correct:  PlayMusic ]
Play me something by Funtwo  [predicted:  RateBook ; correct:  PlayMusic ]
Play sugar baby by frank beard  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play A Chaos Of Desire from Dan Snaith  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Let's hear stuff from Andrew Hewitt.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see the current showtimes for His Kind of Woman  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Can you find the creative works associated with Caryl & Marilyn: Real Friends  [predicted:  RateBook ; correct:  SearchCreativeWork ]
show weather forecast at three am.in Wauregan  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Robin Hood Rescuing Three Squires by Bhupinder Singh  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want to hear anything from the Rock Symphonique genre please.  [predicted:  RateBook ; correct:  PlayMusic ]
Show me the Dresden weather forecast.  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
What's the forecast for right here  [predicted:  RateBook ; correct:  GetWeather ]
Play Les Pauvres Riches by Pan Mei Chen.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play almost independence day by Vitas  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play White Noise.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
The workout playlist needs more chris cross  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
my té para tres needs Brave and Crazy added on.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I need a reservation for 3 hours from now with a party of nine in neighboring Sweden  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Escapada  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  RateBook ; correct:  GetWeather ]
Please find me the Journal of the British Astronomical Association movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you let me know when Troopers Three is scheduled?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
add ths album to my Pachangueo Total  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play the red room sessions from chris cunningham  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
put Johnny Wakelin  on my té para tres lis  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find Un weekend da bamboccioni  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play The Soft Parade.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
add Días Felices to my todo reggaeton playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play Divine from Vinnie Roslin  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What are the current showtimes for Love Fiction?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Book a reservation for Can Fabes nearby Namibia  [predicted:  GetWeather ; correct:  BookRestaurant ]
Need a booking for 6 in OK for the city of Boonton  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need to book a reservation in Searsport at eleven am  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
play Clifford Brown All Stars by Michael Balzary  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play Alone, Again from Mike Viola  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I'm looking to book a table at a place in Newton Falls, prefereably within the same area that has space for 6  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'm looking for Welcome to the Canteen  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Add George Thorogood to el mejor rock en español  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Put frank portman in my playlist GOOD Music  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Hora Din Moldova by Yamazaki Maso  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  RateBook ; correct:  PlayMusic ]
Put wreck of the tennessee gravy train in the Kids Workout playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I give it a rating value of four to 6 to a book called Liberalism and the Limits of Justice  [predicted:  BookRestaurant ; correct:  RateBook ]
Add Elkie Brooks to Happy Birthday playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play All Of Your Toys by Chris Ledoux  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Pura Vida.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Eve  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
