b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
TIME:  0.012368917465209961
SCORE:  6 / 30  ( 0.2 )
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Consulta'  [predicted:  get ; correct:  get ]
TIME:  0.011909961700439453
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Retirar'  [predicted:  get ; correct:  delete ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Meus itens'  [predicted:  get ; correct:  get ]
TIME:  0.010823965072631836
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
TIME:  0.010195255279541016
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'caralho'  [predicted:  help ; correct:  bad ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'cancela'  [predicted:  help ; correct:  cancel ]
b'Burro'  [predicted:  help ; correct:  bad ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'pacote'  [predicted:  help ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'cancelar'  [predicted:  help ; correct:  cancel ]
b'Listar'  [predicted:  help ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  help ; correct:  ok ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
TIME:  0.008517980575561523
SCORE:  4 / 30  ( 0.13333333333333333 )
b'adicionar'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
TIME:  0.011804819107055664
SCORE:  10 / 30  ( 0.3333333333333333 )
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.012024879455566406
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Novo'  [predicted:  get ; correct:  add ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
TIME:  0.01035618782043457
SCORE:  12 / 30  ( 0.4 )
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
TIME:  0.01801919937133789
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
TIME:  0.009894847869873047
SCORE:  9 / 30  ( 0.3 )
b'Como?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
