b'pacote'  [predicted:  ok ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
TIME:  0.02515101432800293
SCORE:  14 / 30  ( 0.4666666666666667 )
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  saymyname ; correct:  saymyname ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Vai tomar no cu'  [predicted:  ok ; correct:  bad ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  ok ; correct:  ok ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'pacote'  [predicted:  ok ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  add ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  add ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
TIME:  0.0340731143951416
SCORE:  14 / 30  ( 0.4666666666666667 )
b'Retirar'  [predicted:  cancel ; correct:  delete ]
b'adeus'  [predicted:  cancel ; correct:  bye ]
b'J\xc3\xa1 se moveu?'  [predicted:  cancel ; correct:  get ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
b'C\xc3\xb3digo'  [predicted:  cancel ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  cancel ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  cancel ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Remover'  [predicted:  cancel ; correct:  delete ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  cancel ; correct:  bad ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  cancel ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'adicionar'  [predicted:  cancel ; correct:  add ]
b'sai'  [predicted:  cancel ; correct:  cancel ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'adicionar objeto'  [predicted:  cancel ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'para'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.03613781929016113
SCORE:  11 / 30  ( 0.36666666666666664 )
b'deletar'  [predicted:  delete ; correct:  delete ]
b'Chega q dia?'  [predicted:  delete ; correct:  get ]
b'Obrigado'  [predicted:  delete ; correct:  thanks ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bad ; correct:  bad ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Obrigada'  [predicted:  delete ; correct:  thanks ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  delete ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  help ; correct:  help ]
b'boa noite'  [predicted:  delete ; correct:  greeting ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'boa tarde'  [predicted:  delete ; correct:  greeting ]
b'descadastrar'  [predicted:  delete ; correct:  delete ]
b'oi'  [predicted:  delete ; correct:  welcome ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  delete ; correct:  get ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  delete ; correct:  greeting ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  delete ; correct:  add ]
TIME:  0.03147006034851074
SCORE:  15 / 30  ( 0.5 )
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  ok ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  saymyname ; correct:  saymyname ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
TIME:  0.04203200340270996
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
TIME:  0.0342867374420166
SCORE:  7 / 30  ( 0.23333333333333334 )
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.03368806838989258
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Como?'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Novo'  [predicted:  ok ; correct:  add ]
TIME:  0.03217196464538574
SCORE:  18 / 30  ( 0.6 )
b'Listar'  [predicted:  cancel ; correct:  get ]
b'oi'  [predicted:  cancel ; correct:  welcome ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Burro'  [predicted:  cancel ; correct:  bad ]
b'\xc3\x93timo!'  [predicted:  cancel ; correct:  ok ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Chega q dia?'  [predicted:  cancel ; correct:  get ]
b'Lista'  [predicted:  cancel ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'ok'  [predicted:  cancel ; correct:  ok ]
b'pacote'  [predicted:  cancel ; correct:  add ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Obrigado'  [predicted:  cancel ; correct:  thanks ]
b'C\xc3\xb3digo'  [predicted:  cancel ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  cancel ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'Rastrear encomenda'  [predicted:  cancel ; correct:  get ]
b'Cadastrar'  [predicted:  cancel ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Obrigada'  [predicted:  cancel ; correct:  thanks ]
TIME:  0.032649993896484375
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Consultar'  [predicted:  ok ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'De que vc precisa?'  [predicted:  ok ; correct:  help ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'ok'  [predicted:  ok ; correct:  ok ]
TIME:  0.028702974319458008
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  bye ; correct:  get ]
b'Novo'  [predicted:  bye ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  add ; correct:  add ]
b'Meus objetos'  [predicted:  bye ; correct:  get ]
b'Novo pacote'  [predicted:  bye ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  bye ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Muito obrigada'  [predicted:  bye ; correct:  thanks ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
