b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'Lista'  [predicted:  thanks ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  thanks ; correct:  saymyname ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  thanks ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como?'  [predicted:  thanks ; correct:  help ]
b'Listar comandos'  [predicted:  thanks ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
TIME:  0.02482891082763672
SCORE:  5 / 30  ( 0.16666666666666666 )
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  thanks ; correct:  get ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'Qual seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  thanks ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'Cadastrar encomenda'  [predicted:  thanks ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Chega q dia?'  [predicted:  thanks ; correct:  get ]
b'Cadastro'  [predicted:  thanks ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  thanks ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  thanks ; correct:  get ]
b'Muito obrigada'  [predicted:  thanks ; correct:  thanks ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  thanks ; correct:  add ]
b'Remover'  [predicted:  thanks ; correct:  delete ]
b'Minhas encomendas'  [predicted:  thanks ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'sai'  [predicted:  thanks ; correct:  cancel ]
b'Gostaria de fazer um cadastro'  [predicted:  thanks ; correct:  add ]
b'Consultar'  [predicted:  thanks ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'De que vc precisa?'  [predicted:  help ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  thanks ; correct:  get ]
b'Retirar'  [predicted:  thanks ; correct:  delete ]
b'Meus objetos'  [predicted:  thanks ; correct:  get ]
TIME:  0.024868011474609375
SCORE:  4 / 30  ( 0.13333333333333333 )
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bye ; correct:  bad ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  bye ; correct:  help ]
b'Como cadastro?'  [predicted:  bye ; correct:  help ]
b'Rastrear'  [predicted:  bye ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  bye ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  bye ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  bye ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'parar'  [predicted:  bye ; correct:  cancel ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Lista'  [predicted:  bye ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  bye ; correct:  get ]
b'Como cadastra?'  [predicted:  bye ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Listar'  [predicted:  bye ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'Rastrear encomenda'  [predicted:  bye ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  bye ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  bye ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'para'  [predicted:  bye ; correct:  cancel ]
b'Onde esta a minha encomenda'  [predicted:  bye ; correct:  get ]
b'Como?'  [predicted:  bye ; correct:  help ]
TIME:  0.025439023971557617
SCORE:  9 / 30  ( 0.3 )
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  ok ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Vai tomar no cu'  [predicted:  ok ; correct:  bad ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
TIME:  0.03021097183227539
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Todas'  [predicted:  thanks ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de registrar'  [predicted:  thanks ; correct:  add ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'bom dia'  [predicted:  thanks ; correct:  greeting ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  thanks ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'Tudo bem'  [predicted:  thanks ; correct:  ok ]
b'Meus objetos'  [predicted:  thanks ; correct:  get ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'ok'  [predicted:  thanks ; correct:  ok ]
b'Chega q dia?'  [predicted:  thanks ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  thanks ; correct:  get ]
b'Burro'  [predicted:  thanks ; correct:  bad ]
b'Cadastrar'  [predicted:  thanks ; correct:  add ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'Todos'  [predicted:  thanks ; correct:  get ]
b'Muito obrigada'  [predicted:  thanks ; correct:  thanks ]
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Minhas encomendas'  [predicted:  thanks ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  thanks ; correct:  get ]
TIME:  0.02716374397277832
SCORE:  5 / 30  ( 0.16666666666666666 )
b'deletar'  [predicted:  ok ; correct:  delete ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
TIME:  0.024729013442993164
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Todos'  [predicted:  ok ; correct:  get ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Gostaria de fazer um cadastro'  [predicted:  ok ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Lista'  [predicted:  ok ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Entrega'  [predicted:  ok ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
TIME:  0.030926227569580078
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Vai tomar no cu'  [predicted:  cancel ; correct:  bad ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Todos'  [predicted:  cancel ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  cancel ; correct:  help ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Listar'  [predicted:  cancel ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  cancel ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  cancel ; correct:  delete ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  cancel ; correct:  help ]
b'Gostaria de retirar'  [predicted:  cancel ; correct:  delete ]
b'Novo pacote'  [predicted:  cancel ; correct:  add ]
b'Lista'  [predicted:  cancel ; correct:  get ]
b'Como cadastro?'  [predicted:  cancel ; correct:  help ]
b'Todas'  [predicted:  cancel ; correct:  get ]
b'Tudo bem'  [predicted:  cancel ; correct:  ok ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  cancel ; correct:  bye ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  cancel ; correct:  help ]
b'Novo'  [predicted:  cancel ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  cancel ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.024159908294677734
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  thanks ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'Rastrear encomenda'  [predicted:  thanks ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  thanks ; correct:  get ]
b'tchau'  [predicted:  thanks ; correct:  bye ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  thanks ; correct:  greeting ]
b'ok'  [predicted:  thanks ; correct:  ok ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'Registrar'  [predicted:  thanks ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'Rastrear'  [predicted:  thanks ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  thanks ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  thanks ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'sair'  [predicted:  thanks ; correct:  cancel ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
TIME:  0.024554014205932617
SCORE:  12 / 30  ( 0.4 )
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
TIME:  0.024981975555419922
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'J\xc3\xa1 se moveu?'  [predicted:  bye ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  add ; correct:  add ]
b'ok'  [predicted:  bye ; correct:  ok ]
b'Cadastro'  [predicted:  bye ; correct:  add ]
b'Minhas encomendas'  [predicted:  bye ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  bye ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  bye ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Qual seu nome ?'  [predicted:  bye ; correct:  saymyname ]
b'Ol\xc3\xa1'  [predicted:  bye ; correct:  welcome ]
b'Meus objetos'  [predicted:  bye ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  bye ; correct:  saymyname ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  bye ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  bye ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Novo pacote'  [predicted:  bye ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  bye ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  bye ; correct:  help ]
